,id,object_name,chain,object_type,address,number,latitude,longitude,district
7263,68109,Крошка Картошка,да,предприятие быстрого обслуживания,"город Москва, город Зеленоград, Панфиловский проспект, дом 6А",30,56.008797,37.200044,Матушкино
7264,68111,Кафе «Пармезан»,нет,кафе,"город Москва, город Зеленоград, Панфиловский проспект, дом 6А",84,56.008797,37.200044,Матушкино
7265,83683,KFC,да,предприятие быстрого обслуживания,"город Москва, город Зеленоград, Панфиловский проспект, дом 6А",40,56.008797,37.200044,Матушкино
7266,28133,КОЛЛЕДЖ №57,нет,столовая,"город Москва, Нагатинская улица, дом 4, корпус 2",120,55.679676,37.63155,Нагатино-Садовники
7267,29042,ШКОЛА №868 ОАО «КДП»,нет,столовая,"город Москва, Севанская улица, дом 13, корпус 2",240,55.621119,37.653397,Царицыно
7268,29037,ШКОЛА №870 ОАО «КДП»,нет,столовая,"город Москва, Севанская улица, дом 6",240,55.621511,37.662785,Царицыно
7269,28999,ШКОЛА 1472 КШП «ЗАГОРЬЕ»,нет,столовая,"город Москва, улица Садовники, дом 12",240,55.668635,37.653748,Нагатино-Садовники
7270,28991,Столовая «Лицей 1151 КДП»,нет,столовая,"город Москва, Пролетарский проспект, дом 6, корпус 3",160,55.648159,37.652175,Москворечье-Сабурово
7271,28965,ЗАГОРЬЕ ШК. 902,нет,столовая,"город Москва, Педагогическая улица, дом 3",240,55.596122,37.666288,Бирюлёво Восточное
7272,28960,ЗАГОРЬЕ ШК.877,нет,столовая,"город Москва, Бирюлёвская улица, дом 23, корпус 1",240,55.593446,37.665812,Бирюлёво Восточное
7273,29313,ПЕДАГОГИЧЕСКИЙ КОЛЛЕДЖ,нет,столовая,"город Москва, Бирюлёвская улица, дом 28",200,55.593548,37.66123,Бирюлёво Восточное
7274,28955,ЗАГОРЬЕ ШК.915,нет,столовая,"город Москва, Бирюлёвская улица, дом 50",240,55.58467,37.665318,Бирюлёво Восточное
7275,29039,ШКОЛА №869 ОАО «КДП»,нет,столовая,"город Москва, улица Бехтерева, дом 51",240,55.615421,37.646768,Царицыно
7276,29584,Столовая ГБОУ СОШ № 945,нет,столовая,"город Москва, Ореховый бульвар, дом 37, корпус 4",240,55.615151,37.73686,Зябликово
7277,28957,ЗАГОРЬЕ ГБОУ 1861,нет,столовая,"город Москва, Загорьевский проезд, дом 13",240,55.577989,37.680077,Бирюлёво Восточное
7278,29044,ШКОЛА №1466 ОАО «КДП»,нет,столовая,"город Москва, Ереванская улица, дом 20, корпус 2, строение 2",240,55.627641,37.672953,Царицыно
7279,23654,Кафе «Парамания»,нет,кафе,"город Москва, 5-й Донской проезд, дом 19",48,55.70391,37.596453,Донской
7280,26269,Ресторан «Шахин Шах»,нет,ресторан,"город Москва, улица Маршала Захарова, дом 6, корпус 1",675,55.623752,37.704736,Орехово-Борисово Северное
7281,156197,Кафе «У Толика»,нет,кафе,"город Москва, Каширское шоссе, дом 3, корпус 1, строение 4",40,55.671473,37.628801,Нагатино-Садовники
7282,28115,Кафе «Экспостроймаш»,нет,кафе,"город Москва, Котляковская улица, дом 3, строение 1",48,55.643185,37.63243,Москворечье-Сабурово
7283,23633,Ресторан «Чайхана Урюк»,да,ресторан,"город Москва, Ленинский проспект, дом 31, корпус 1, строение 1",250,55.713212,37.589877,Донской
7284,127681,Кафе «Глафира»,нет,кафе,"город Москва, 1-й Нагатинский проезд, дом 4",40,55.681686,37.633167,Нагатино-Садовники
7285,28959,ЗАГОРЬЕ ШК. 508,нет,столовая,"город Москва, Элеваторная улица, дом 4, корпус 2",240,55.600501,37.655616,Бирюлёво Восточное
7286,28351,Столовая «Московский индустриальный банк»,нет,столовая,"город Москва, улица Орджоникидзе, дом 5",52,55.709931,37.600918,Донской
7287,151993,Ресторан «Чайхана Томанно»,нет,ресторан,"город Москва, улица Орджоникидзе, дом 12",96,55.710398,37.590219,Донской
7288,28092,ДОК-1,нет,столовая,"город Москва, 6-я Радиальная улица, дом 17",30,55.607372,37.645905,Бирюлёво Восточное
7289,125092,Столовая,нет,столовая,"город Москва, 2-й Рощинский проезд, дом 8",8,55.706315,37.603002,Донской
7290,28123,МБКК «КОЛОМЕНСКОЕ»,нет,столовая,"город Москва, Хлебозаводский проезд, дом 7",30,55.669194,37.63164,Нагатино-Садовники
7291,27596,ГБОУ ШКОЛА №1034 ОАО «Комбинат дошкольного питания»,нет,столовая,"город Москва, Братеевская улица, дом 23, корпус 4",180,55.632662,37.756946,Братеево
7292,27599,ГБОУ ШКОЛА №1034 ОАО «Комбинат дошкольного питания»,нет,столовая,"город Москва, Братеевская улица, дом 8, корпус 2",200,55.631341,37.759282,Братеево
7293,29031,ГБОУ ШКОЛА 1636 «КДП»,нет,столовая,"город Москва, Воронежская улица, дом 7, корпус 2",200,55.610692,37.72838,Орехово-Борисово Южное
7294,27539,ГБОУ ШКОЛА №1034 ОАО «Комбинат дошкольного питания»,нет,столовая,"город Москва, Братеевская улица, дом 18",250,55.635279,37.76795,Братеево
7295,144587,Кафе,нет,буфет,"город Москва, Ясеневая улица, дом 13",0,55.602393,37.723026,Орехово-Борисово Южное
7296,29035,ГБОУ ШКОЛА 544 «КДП»,нет,столовая,"город Москва, Ясеневая улица, дом 8, корпус 2",250,55.598975,37.718615,Орехово-Борисово Южное
7297,29025,ГБОУ ШКОЛА 896 «КДП»,нет,столовая,"город Москва, Ясеневая улица, дом 35, корпус 2",140,55.607783,37.73845,Орехово-Борисово Южное
7298,28986,Столовая ГБОУ СОШ № 534,нет,столовая,"город Москва, Ореховый проезд, дом 17, корпус 2",240,55.623697,37.734084,Зябликово
7299,29588,Столовая ГБОУ СОШ № 893,нет,столовая,"город Москва, улица Мусы Джалиля, дом 17, корпус 3",240,55.624449,37.745088,Зябликово
7300,28984,Столовая ГБОУ Гимназия № 1552,нет,столовая,"город Москва, улица Мусы Джалиля, дом 25",240,55.619605,37.746588,Зябликово
7301,29586,Столовая ГБОУ СОШ № 980,нет,столовая,"город Москва, Кустанайская улица, дом 10, корпус 2",300,55.617693,37.751565,Зябликово
7302,120653,Столовая «АПЕЛЬСИН»,нет,столовая,"город Москва, улица Ленинская Слобода, дом 19",450,55.708354,37.652705,Даниловский
7303,156990,Прайм Стар кафе,да,ресторан,"город Москва, улица Ленинская Слобода, дом 19",6,55.708354,37.652705,Даниловский
7304,157049,Кофе с собой Gate 42,да,кафе,"город Москва, улица Ленинская Слобода, дом 19",4,55.708354,37.652705,Даниловский
7305,70238,Кафе-закусочная «Бургер Кинг»,да,предприятие быстрого обслуживания,"город Москва, 28-й километр Московской Кольцевой Автодороги, владение 2",84,55.708354,37.652705,Даниловский
7306,28116,Столовая «Торг. оборуд. и инвентарь»,нет,столовая,"город Москва, 1-й Котляковский переулок, дом 3, корпус 1",30,55.650094,37.637192,Москворечье-Сабурово
7307,154614,Кафе-чайхана «Пловчик»,нет,кафе,"город Москва, улица Ленинская Слобода, дом 26, строение 2",40,55.712142,37.656631,Даниловский
7308,130363,Кофе Моментс,нет,кафе,"город Москва, улица Ленинская Слобода, дом 26, строение 2",2,55.712142,37.656631,Даниловский
7309,144024,ТЕРЕМОК,да,предприятие быстрого обслуживания,"город Москва, улица Ленинская Слобода, дом 26, строение 2",20,55.712142,37.656631,Даниловский
7310,143954,Макдоналдс,да,предприятие быстрого обслуживания,"город Москва, улица Ленинская Слобода, дом 26, строение 2",20,55.712142,37.656631,Даниловский
7311,148115,Кафе «Венахи»,нет,ресторан,"город Москва, улица Ленинская Слобода, дом 19, строение 1",98,55.708973,37.655284,Даниловский
7312,145477,Трапезария Марков Двор,нет,кафе,"город Москва, улица Ленинская Слобода, дом 19, строение 1",98,55.708973,37.655284,Даниловский
7313,130726,ТЕРЕМОК,да,предприятие быстрого обслуживания,"город Москва, улица Мастеркова, дом 6",25,55.707902,37.656784,Даниловский
7314,134503,Кафе «Лаваца»,нет,кафетерий,"город Москва, улица Мастеркова, дом 6",12,55.707902,37.656784,Даниловский
7315,149888,Кафе MashUp Kitchen,нет,кафе,"город Москва, улица Ленинская Слобода, дом 26, строение 21",20,55.712584,37.653523,Даниловский
7316,156609,Столовая,нет,столовая,"город Москва, улица Ленинская Слобода, дом 19, строение 2",30,55.70808,37.655248,Даниловский
7317,28109,Столовая «Столовая при ГПЗ - 3»,нет,столовая,"город Москва, улица Шаболовка, дом 31, строение А",180,55.720307,37.611131,Донской
7318,112482,Кафе «Стар Хит»,нет,кафе,"город Москва, улица Шаболовка, дом 31Г",40,55.720814,37.610323,Донской
7319,78307,Ресторан «Ресторан на Шаболовке»,нет,ресторан,"город Москва, улица Шаболовка, дом 31Г",100,55.720814,37.610323,Донской
7320,143326,Ресторан «Ламази»,нет,ресторан,"город Москва, Малая Калужская улица, дом 15, строение 4",50,55.717954,37.598133,Донской
7321,29032,ГБОУ ШКОЛА № 1636 «КДП»,нет,столовая,"город Москва, Елецкая улица, дом 12, корпус 3",240,55.606848,37.72917,Орехово-Борисово Южное
7322,28990,Столовая «Школа 981 КДП»,нет,столовая,"город Москва, Кантемировская улица, дом 22, корпус 5",200,55.641788,37.661078,Москворечье-Сабурово
7323,21546,Школы № 1451,нет,столовая,"город Москва, Мытная улица, дом 50, строение 3",80,55.718451,37.617438,Даниловский
7324,145553,Столовая,нет,столовая,"город Москва, Городская улица, дом 8",80,55.713836,37.617168,Даниловский
7325,69596,Кафе «Царица»,нет,кафе,"город Москва, Ключевая улица, дом 22, корпус 2",90,55.631869,37.762084,Братеево
7326,69251,Столовая-кулинария,нет,кафе,"город Москва, Павловская улица, дом 27",57,55.712614,37.627651,Даниловский
7327,89346,Кафе ВЫСОТА,нет,кафе,"город Москва, Варшавское шоссе, дом 33",70,55.692389,37.622729,Донской
7328,109503,Кафе «Минутка»,нет,кафе,"город Москва, Дербеневская улица, дом 17",8,55.719865,37.648196,Даниловский
7329,144069,Кулинария Seiko sushi,нет,магазин (отдел кулинарии),"город Москва, 3-й Павелецкий проезд, дом 4",0,55.712548,37.645779,Даниловский
7330,144084,Пивной бар «Kraftsman»,нет,кафе,"город Москва, 3-й Павелецкий проезд, дом 4",14,55.712548,37.645779,Даниловский
7331,28497,МОСК.КАТРОН.ПОЛИГРАФ.КОМБИНАТ,нет,столовая,"город Москва, Павелецкая набережная, дом 8",220,55.710169,37.647217,Даниловский
7332,28498,Столовая на территории ЗВИ,нет,столовая,"город Москва, Дубининская улица, дом 69",8,55.714926,37.634604,Даниловский
7333,29325,ШКОЛА 1770,нет,столовая,"город Москва, Нагатинская набережная, дом 56",200,55.689537,37.688629,Нагатинский Затон
7334,152439,Пекарня-Столовая «Столичная»,нет,столовая,"город Москва, Нагатинская улица, дом 1, строение 2",135,55.68264,37.625621,Нагатино-Садовники
7335,23682,Кафе «Баваро»,нет,кафе,"город Москва, Нагатинская улица, дом 1, строение 4",42,55.683838,37.624256,Нагатино-Садовники
7336,83540,Столовая «Рабочая»,нет,столовая,"город Москва, Нагатинская улица, дом 1, строение 40",49,55.683843,37.62899,Нагатино-Садовники
7337,28517,Царицынский мясокомбинат,нет,столовая,"город Москва, Кавказский бульвар, дом 58, строение 1",62,55.629531,37.633194,Царицыно
7338,156898,Донер Кебаб,нет,предприятие быстрого обслуживания,"город Москва, Электролитный проезд, дом 7А, строение 1",0,55.674311,37.612165,Нагорный
7339,29054,ГБОУ СОШ 556,нет,столовая,"город Москва, Днепропетровская улица, дом 33А",240,55.616778,37.585368,Чертаново Центральное
7340,29057,СТОЛОВАЯ ШКОЛЫ932,нет,столовая,"город Москва, Чертановская улица, дом 62А",240,55.599265,37.58579,Чертаново Южное
7341,29007,Лицей № 507,нет,столовая,"город Москва, улица Новинки, дом 8",240,55.676286,37.670564,Нагатинский Затон
7342,28137,ДГУП УКК ГУП МОСГОРТРАНС,нет,столовая,"город Москва, Криворожская улица, дом 6, строение 1",100,55.669254,37.615776,Нагорный
7343,28502,Столовая (налоговая),нет,столовая,"город Москва, Большая Тульская улица, дом 15",100,55.708739,37.623645,Даниловский
7344,29334,ШКОЛА 510,нет,столовая,"город Москва, Ореховый бульвар, дом 3",75,55.60997,37.70134,Орехово-Борисово Северное
7345,29326,ШКОЛА 492 ОАО КДП,нет,столовая,"город Москва, Затонная улица, дом 7, корпус 3",240,55.68092,37.687515,Нагатинский Затон
7346,29036,ШКОЛА №904 ОАО «КДП»,нет,столовая,"город Москва, Кавказский бульвар, дом 37, корпус 2",280,55.625923,37.653388,Царицыно
7347,29040,ШКОЛА №1466 ОАО «КДП»,нет,столовая,"город Москва, Ереванская улица, дом 21",240,55.630827,37.676125,Царицыно
7348,29346,СТОЛОВАЯ ШКОЛЫ 924,нет,столовая,"город Москва, улица Газопровод, дом 5А",240,55.591421,37.605247,Чертаново Южное
7349,28969,ШКОЛА 927 «КДП»,нет,столовая,"город Москва, Булатниковская улица, дом 1А",224,55.577139,37.654493,Бирюлёво Западное
7350,29038,ШКОЛА №982 ОАО «КДП»,нет,столовая,"город Москва, Кантемировская улица, дом 1А",240,55.634583,37.682017,Царицыно
7351,27600,ГБОУ ШКОЛА №1034 ОАО «Комбинат дошкольного питания»,нет,столовая,"город Москва, Алма-Атинская улица, дом 9, корпус 3",250,55.639491,37.774185,Братеево
7352,144392,ПРАВDА Кофе,да,кафе,"город Москва, Дубининская улица, дом 55, корпус 1, строение 2",0,55.721731,37.636033,Даниловский
7353,28989,Столовая «Школа 983 КДП»,нет,столовая,"город Москва, Кантемировская улица, дом 22, корпус 4",360,55.641072,37.659775,Москворечье-Сабурово
7354,28584,Столовая «Школа 982 КДП»,нет,столовая,"город Москва, улица Кошкина, дом 13, корпус 2",300,55.640878,37.674678,Москворечье-Сабурово
7355,28983,ШКОЛА 1569 «СОЗВЕЗДИЕ»,нет,столовая,"город Москва, улица Мусы Джалиля, дом 36, корпус 2",240,55.617154,37.738818,Зябликово
7356,29585,Столовая ГБОУ СОШ № 871,нет,столовая,"город Москва, Ореховый бульвар, дом 35, корпус 3",240,55.617363,37.736204,Зябликово
7357,29335,Столовая ШКОЛА 916,нет,столовая,"город Москва, Ореховый бульвар, дом 11, корпус 3",75,55.611775,37.713072,Орехово-Борисово Северное
7358,29029,ГБОУ ШКОЛА 544 «КДП»,нет,столовая,"город Москва, Каширское шоссе, дом 116, корпус 3",160,55.606761,37.714806,Орехово-Борисово Южное
7359,29019,ШКОЛА 878,нет,столовая,"город Москва, Шипиловский проезд, дом 37, корпус 2",75,55.613758,37.697855,Орехово-Борисово Северное
7360,28496,ТЭЦ 9 ЭНЕРГОТОРГ,нет,столовая,"город Москва, улица Ленинская Слобода, дом 23",48,55.705468,37.648726,Даниловский
7361,21011,МГИУ БУФЕТ «НАСЛУЗОВА»,нет,буфет,"город Москва, Автозаводская улица, дом 16, строение 1",40,55.705452,37.64675,Даниловский
7362,126912,Кафе на Мойке,нет,кафе,"город Москва, Автозаводская улица, дом 16, корпус 2, строение 13",20,55.704783,37.645007,Даниловский
7363,29581,МГИУ «ИНФАР»,нет,столовая,"город Москва, Автозаводская улица, дом 16, корпус 2",50,55.704164,37.644207,Даниловский
7364,28122,МОСКОВСКИЙ ЮВЕЛИРНЫЙ ЗАВОД,нет,столовая,"город Москва, Нагатинская улица, дом 5",150,55.680575,37.635386,Нагатино-Садовники
7365,153952,Пицца Пауло,нет,предприятие быстрого обслуживания,"город Москва, проспект Андропова, дом 22",0,55.682651,37.661913,Нагатино-Садовники
7366,153958,Гонконгские вафли,нет,предприятие быстрого обслуживания,"город Москва, проспект Андропова, дом 22",0,55.682651,37.661913,Нагатино-Садовники
7367,153712,Три сковородки,нет,предприятие быстрого обслуживания,"город Москва, проспект Андропова, дом 22",0,55.682651,37.661913,Нагатино-Садовники
7368,153741,Milky Moons,нет,предприятие быстрого обслуживания,"город Москва, проспект Андропова, дом 22",0,55.682651,37.661913,Нагатино-Садовники
7369,153743,Ресторан «Boobo»,нет,ресторан,"город Москва, проспект Андропова, дом 22",80,55.682651,37.661913,Нагатино-Садовники
7370,153560,Пицца 360,нет,предприятие быстрого обслуживания,"город Москва, проспект Андропова, дом 22",0,55.682651,37.661913,Нагатино-Садовники
7371,153582,Макдоналдс,да,предприятие быстрого обслуживания,"город Москва, проспект Андропова, дом 22",88,55.682651,37.661913,Нагатино-Садовники
7372,153515,Кофейня «Cofe way»,нет,кафе,"город Москва, проспект Андропова, дом 22",5,55.682651,37.661913,Нагатино-Садовники
7373,156731,Кафе-столовая «Сыто-Пряно»,нет,столовая,"город Москва, проспект Андропова, дом 22",300,55.682651,37.661913,Нагатино-Садовники
7374,21228,Столовая,нет,столовая,"город Москва, Каширское шоссе, дом 33",50,55.646563,37.670339,Москворечье-Сабурово
7375,28355,Столовая «ВНИИХТ»,нет,столовая,"город Москва, Каширское шоссе, дом 33",16,55.646563,37.670339,Москворечье-Сабурово
7376,28512,МОСКОВСКИЙ ОРДЕНА ЛЕНИНА И ОРДЕНА ТРУДОВОГО КРАСНОГО ЗНАМЕНИ МЕТРОПОЛИТЕН ИМЕНИ В.И.ЛЕНИНА,нет,столовая,"город Москва, Варшавское шоссе, дом 93",200,55.646894,37.620698,Нагорный
7377,76934,Кафе «Гавань»,нет,кафе,"город Москва, Каширское шоссе, дом 23, строение 5",80,55.659805,37.642546,Нагатино-Садовники
7378,25385,Ресторан «ЯКИТОРИЯ»,да,ресторан,"город Москва, Балаклавский проспект, дом 14А",150,55.642006,37.606739,Нагорный
7379,21013,СОЦ-ПСИХОЛОГИЧЕСК. ИНСТИТУТ «КОП ЗИЛ»,нет,буфет,"город Москва, 4-й Рощинский проезд, дом 11",16,55.707547,37.611643,Даниловский
7380,28100,ОАО «ОПЫТНЫЙ З-Д СУХИХ СМЕСЕЙ»,нет,столовая,"город Москва, Мелитопольская улица, дом 11, корпус 2",16,55.584578,37.626106,Бирюлёво Западное
7381,148266,Кафе «KFC»,да,кафе,"город Москва, Чертановская улица, дом 1Г",54,55.640086,37.606514,Чертаново Северное
7382,148418,Кафе «Пицца Хат»,да,кафе,"город Москва, Чертановская улица, дом 1Г",24,55.640086,37.606514,Чертаново Северное
7383,73469,Предприятие быстрого обслуживания «ПИЦЦА В ЧЕРТАНОВО»,нет,предприятие быстрого обслуживания,"город Москва, Чертановская улица, дом 9, строение 3",0,55.628571,37.600388,Чертаново Северное
7384,25386,Кафе,нет,кафе,"город Москва, Варшавское шоссе, дом 125Ж, корпус 5",25,55.622497,37.621525,Чертаново Северное
7385,27038,Отель мастер,нет,ресторан,"город Москва, Шипиловская улица, дом 28",20,55.619427,37.71504,Орехово-Борисово Северное
7386,144567,Кафе при АЗС «ТиСа»,нет,кафе,"город Москва, Шипиловская улица, дом 28",0,55.619427,37.71504,Орехово-Борисово Северное
7387,155401,Буфет,нет,буфет,"город Москва, Партийный переулок, дом 1, корпус 11",48,55.720945,37.630167,Даниловский
7388,129409,Кафе-столовая «Репортер»,нет,кафе,"город Москва, Партийный переулок, дом 1, корпус 57, строение 3",96,55.7195,37.630176,Даниловский
7389,155366,Столовая,нет,столовая,"город Москва, Партийный переулок, дом 1, корпус 58, строение 2",30,55.720443,37.63076,Даниловский
7390,155383,Столовая,нет,столовая,"город Москва, Партийный переулок, дом 1, корпус 58, строение 3",10,55.721138,37.63111,Даниловский
7391,155392,Буфет,нет,буфет,"город Москва, Партийный переулок, дом 1, корпус 58, строение 3",29,55.721138,37.63111,Даниловский
7392,152135,Main Street кафе,нет,ресторан,"город Москва, Дербеневская набережная, дом 7, строение 12",95,55.72346,37.651771,Даниловский
7393,29652,"Кондитерская, кафе ЧЕРТАНОВО",нет,кафе,"город Москва, Чертановская улица, дом 32, строение 3",10,55.619035,37.591683,Чертаново Центральное
7394,20259,ШПИЛЬКА,нет,бар,"город Москва, Чертановская улица, дом 32, строение 3",20,55.619035,37.591683,Чертаново Центральное
7395,28148,РОСТИК,нет,предприятие быстрого обслуживания,"город Москва, Варшавское шоссе, дом 132А",60,55.616747,37.61088,Чертаново Центральное
7396,66217,Кафе «Торнадо»,да,кафе,"город Москва, Кировоградская улица, дом 9, корпус 4",80,55.621719,37.611733,Чертаново Северное
7397,73466,Кафе-Халяль,нет,кафе,"город Москва, Кировоградская улица, дом 9, корпус 4",30,55.621719,37.611733,Чертаново Северное
7398,29722,КОМПАНИЯ «АЛВАР» МНИРТИ,нет,столовая,"город Москва, 1-й Дорожный проезд, дом 7",50,55.61601,37.623384,Чертаново Центральное
7399,28144,УИТО «СЕРВИС»,нет,столовая,"город Москва, 1-й Дорожный проезд, дом 3Б",70,55.61752,37.618668,Чертаново Центральное
7400,25664,АЛЬЯНС,нет,столовая,"город Москва, 1-й Дорожный проезд, дом 4, строение 1",12,55.614048,37.61697,Чертаново Центральное
7401,76741,Магбургер,да,предприятие быстрого обслуживания,"город Москва, улица Подольских Курсантов, владение 7А",10,55.607911,37.624409,Чертаново Центральное
7402,28105,Столовая в ЭЛИТ КРОУС,нет,столовая,"город Москва, Востряковский проезд, дом 10Б, строение 2",36,55.576554,37.62281,Бирюлёво Западное
7403,28107,МОССТРОЙМЕХ.5 УМ 25,нет,столовая,"город Москва, Ступинский проезд, владение 8",40,55.589432,37.631559,Бирюлёво Западное
7404,28099,СТРОЙТЕХНИКА 9,нет,столовая,"город Москва, Ступинский проезд, владение 8",36,55.589432,37.631559,Бирюлёво Западное
7405,28956,ЗАГОРЬЕ ШК.1428,нет,столовая,"город Москва, Ряжская улица, дом 13, корпус 2",300,55.59105,37.670223,Бирюлёво Восточное
7406,29002,ШКОЛА 1770,нет,столовая,"город Москва, Судостроительная улица, дом 43, корпус 2",300,55.686036,37.688647,Нагатинский Затон
7407,152283,Кальянная,нет,бар,"город Москва, Россошанский проезд, дом 6",12,55.598161,37.604646,Чертаново Южное
7408,29351,СТОЛОВАЯ ШКОЛЫ 1178,нет,столовая,"город Москва, Варшавское шоссе, дом 152, корпус 10",300,55.591671,37.596327,Чертаново Южное
7409,28971,ШКОЛА 2001 «КДП»,нет,столовая,"город Москва, Харьковский проезд, дом 9А",260,55.590175,37.63986,Бирюлёво Западное
7410,156658,Кулинария,нет,магазин (отдел кулинарии),"город Москва, Медынская улица, дом 2, корпус 1, строение 2",0,55.591472,37.646624,Бирюлёво Западное
7411,76687,Столовя Автобусный парк №13,нет,столовая,"город Москва, проспект Андропова, дом 20, строение 1",60,55.69038,37.663665,Даниловский
7412,155947,Быстрое питание,нет,закусочная,"город Москва, Востряковский проезд, дом 7, корпус 2А",0,55.581103,37.642581,Бирюлёво Западное
7413,156153,Быстрое питание,нет,закусочная,"город Москва, Востряковский проезд, дом 15Б",0,55.575057,37.646669,Бирюлёво Западное
7414,157634,Ресторан «Южная Ночь»,нет,ресторан,"город Москва, Востряковский проезд, дом 15Б",45,55.575057,37.646669,Бирюлёво Западное
7415,154768,КОФЕПОРТ,да,кафе,"город Москва, Варшавское шоссе, дом 26",10,55.684503,37.621947,Нагорный
7416,70517,Якитория,да,ресторан,"город Москва, Варшавское шоссе, дом 26",98,55.684503,37.621947,Нагорный
7417,90406,Ресторан «Теремок»,да,предприятие быстрого обслуживания,"город Москва, улица Орджоникидзе, дом 11",20,55.709155,37.595321,Донской
7418,27133,Ресторан «Корё»,нет,ресторан,"город Москва, улица Орджоникидзе, дом 11, строение 8",50,55.70847,37.592994,Донской
7419,26257,Ресторан «Жи - Есть»,нет,ресторан,"город Москва, улица Орджоникидзе, дом 11, строение 17",49,55.708212,37.591369,Донской
7420,152267,Столовая,нет,столовая,"город Москва, Даниловская набережная, дом 8, строение 16",40,55.70948,37.636599,Даниловский
7421,145197,Кафе «Федя Дичь»,нет,кафе,"город Москва, Мытная улица, дом 74",40,55.712112,37.620555,Даниловский
7422,142716,Кафе,нет,кафе,"город Москва, Мытная улица, дом 74",92,55.712112,37.620555,Даниловский
7423,154326,Джелато «Пломбир»,нет,кафе,"город Москва, Мытная улица, дом 74",10,55.712112,37.620555,Даниловский
7424,29877,Столовая,нет,столовая,"город Москва, Ступинский проезд, дом 1А, строение 1",36,55.59107,37.62696,Бирюлёво Западное
7425,121390,Столовая на Новых Черемушках,нет,столовая,"город Москва, Ступинский проезд, дом 1",32,55.590302,37.626618,Бирюлёво Западное
7426,150453,Ранний птах,нет,столовая,"город Москва, Ступинский проезд, дом 1, строение 29",24,55.592322,37.620609,Бирюлёво Западное
7427,29001,ШКОЛА 514,нет,столовая,"город Москва, Коломенская набережная, дом 8",300,55.680945,37.706497,Нагатинский Затон
7428,20735,ГОСТИНИЦА «ДАНИЛОВСКАЯ» БАР,нет,бар,"город Москва, Большой Староданиловский переулок, дом 5",20,55.709576,37.628316,Даниловский
7429,26882,РЕСТОРАН ГОСТИНИЦЫ «ДАНИЛОВСКАЯ»,нет,ресторан,"город Москва, Большой Староданиловский переулок, дом 5",200,55.709576,37.628316,Даниловский
7430,25697,ГОСТИНИЦА «ДАНИЛОВСКАЯ» КОФЕЙНЯ,нет,кафе,"город Москва, Большой Староданиловский переулок, дом 5",20,55.709576,37.628316,Даниловский
7431,23725,Кафе «Макдоналдс»,да,кафе,"город Москва, Каширское шоссе, дом 61/15",55,55.612197,37.718013,Орехово-Борисово Северное
7432,110696,Кафе «Зефир»,нет,кафе,"город Москва, 1-й Дорожный проезд, дом 1",110,55.616961,37.614123,Чертаново Центральное
7433,28347,Комбинат хлебопродуктов,нет,столовая,"город Москва, 6-я Радиальная улица, дом 7",30,55.607158,37.655814,Бирюлёво Восточное
7434,140597,Пипл Паста,нет,ресторан,"город Москва, Дербеневская набережная, дом 7, строение 8",50,55.72236,37.653873,Даниловский
7435,23584,Кафе «Шарманка»,нет,кафе,"город Москва, Бирюлёвская улица, дом 31А",40,55.591208,37.664545,Бирюлёво Восточное
7436,28522,Руспицца,нет,кафе,"город Москва, Варшавское шоссе, дом 125, строение 3",46,55.62945,37.621723,Чертаново Северное
7437,74990,Кафе «Сахара»,нет,кафе,"город Москва, 26-й километр Московской Кольцевой Автодороги, владение 6",50,55.62945,37.621723,Чертаново Северное
7438,71261,Кафе «Загорье»,нет,кафе,"город Москва, 28-й километр Московской Кольцевой Автодороги, владение 7",48,55.62945,37.621723,Чертаново Северное
7439,130360,Диско-бар «Гриль Холл»,нет,бар,"город Москва, Холодильный переулок, дом 3",150,55.708374,37.625406,Даниловский
7440,29579,ШКОЛА 675,нет,столовая,"город Москва, Мытная улица, дом 50, корпус 3",120,55.718623,37.616593,Даниловский
7441,142382,Донер-кебаб,нет,предприятие быстрого обслуживания,"город Москва, Каширское шоссе, дом 108, корпус 1",0,55.609299,37.716495,Орехово-Борисово Южное
7442,71433,Кафе,нет,кафе,"город Москва, Воронежская улица, дом 13",24,55.610931,37.732404,Орехово-Борисово Южное
7443,142879,СушиШоп,да,магазин (отдел кулинарии),"город Москва, Елецкая улица, дом 17",12,55.606822,37.734012,Орехово-Борисово Южное
7444,142880,Донер-кебаб,нет,предприятие быстрого обслуживания,"город Москва, Елецкая улица, дом 17",0,55.606822,37.734012,Орехово-Борисово Южное
7445,69864,Ресторан «Бакинский бульвар»,да,ресторан,"город Москва, 19-й километр Московской Кольцевой Автодороги, владение 6А",98,55.618781,37.782916,Братеево
7446,52524,Бакинский бульвар,да,ресторан,"город Москва, проспект Андропова, владение 21А",240,55.678854,37.664914,Нагатинский Затон
7447,70727,Предприятие быстрого обслуживания «Бургер Кинг»,да,предприятие быстрого обслуживания,"город Москва, Балаклавский проспект, дом 5А",73,55.640543,37.608212,Чертаново Северное
7448,147571,Предприятие быстрого обслуживания «Домино'с Пицца»,да,предприятие быстрого обслуживания,"город Москва, Балаклавский проспект, дом 5А",24,55.640543,37.608212,Чертаново Северное
7449,25662,Кофейня «Шоколадница»,да,кафе,"город Москва, Балаклавский проспект, дом 5А",64,55.640543,37.608212,Чертаново Северное
