,id,object_name,chain,object_type,address,number,latitude,longitude,district
0,151635,СМЕТАНА,нет,кафе,"город Москва, улица Егора Абакумова, дом 9",48,55.879005,37.714474,Ярославский
1,77874,Родник,нет,кафе,"город Москва, улица Талалихина, дом 2/1, корпус 1",35,55.738307,37.673295,Таганский
2,24309,Кафе «Академия»,нет,кафе,"город Москва, Абельмановская улица, дом 6",95,55.735571,37.669576,Таганский
3,21894,ПИЦЦЕТОРИЯ,да,кафе,"город Москва, Абрамцевская улица, дом 1",40,55.892713,37.573007,Лианозово
4,119365,Кафе «Вишневая метель»,нет,кафе,"город Москва, Абрамцевская улица, дом 9, корпус 1",50,55.904074,37.572279,Лианозово
5,27429,СТОЛ. ПРИ ГОУ СОШ № 1051,нет,столовая,"город Москва, Абрамцевская улица, дом 15, корпус 1",240,55.906744,37.571525,Лианозово
6,148815,Брусника,да,кафе,"город Москва, переулок Сивцев Вражек, дом 6/2",10,55.747388,37.598043,Арбат
7,20957,Буфет МТУСИ,нет,столовая,"город Москва, Авиамоторная улица, дом 8, строение 1",90,55.754882,37.715471,Лефортово
8,20958,КПФ СЕМЬЯ-1,нет,столовая,"город Москва, Авиамоторная улица, дом 8, строение 1",150,55.754882,37.715471,Лефортово
9,28858,Столовая МТУСИ,нет,столовая,"город Москва, Авиамоторная улица, дом 8, строение 1",120,55.754882,37.715471,Лефортово
10,148595,Пекарня 24,нет,закусочная,"город Москва, Авиамоторная улица, дом 47",5,55.750211,37.718489,Лефортово
11,23394,Гогиели,нет,кафе,"город Москва, Авиамоторная улица, дом 49/1",24,55.748468,37.719702,Лефортово
12,28582,ШКОЛА 735,нет,столовая,"город Москва, Авиамоторная улица, дом 51",140,55.746304,37.720986,Лефортово
13,22579,Алло Пицца,да,кафе,"город Москва, улица Авиаторов, дом 14",32,55.645334,37.398051,Солнцево
14,23670,Гимназия 1542,нет,столовая,"город Москва, улица Авиаторов, дом 16",270,55.645304,37.399399,Солнцево
15,23663,Школа 1011,нет,столовая,"город Москва, улица Авиаторов, дом 18",320,55.644689,37.400099,Солнцево
16,144107,Суши Wok,да,предприятие быстрого обслуживания,"город Москва, Азовская улица, дом 3",7,55.662334,37.605715,Зюзино
17,154654,Донер Кебаб,нет,предприятие быстрого обслуживания,"город Москва, Азовская улица, дом 4",2,55.660374,37.602049,Зюзино
18,58565,Тануки,да,ресторан,"город Москва, Большая Академическая улица, дом 65",160,55.840427,37.54736,Коптево
19,153644,Американская Лаборатория Десертов,нет,кафе,"город Москва, Филипповский переулок, дом 15/5",20,55.75058,37.598573,Арбат
20,21950,Кафе,нет,кафе,"город Москва, Алтайская улица, дом 33/7",30,55.820824,37.832952,Гольяново
21,84832,КАФЕ УЮТ,нет,кафе,"город Москва, Алтуфьевское шоссе, дом 14",110,55.85578,37.58588,Отрадное
22,26931,Долина Чайхона,нет,кафе,"город Москва, Алтуфьевское шоссе, дом 14",150,55.85578,37.58588,Отрадное
23,28751,ГБОУ Школа № 1411 (970),нет,столовая,"город Москва, Алтуфьевское шоссе, дом 42Б",120,55.872764,37.589042,Отрадное
24,125608,Кафетерий,нет,кафетерий,"город Москва, Алтуфьевское шоссе, дом 56",6,55.880778,37.587865,Алтуфьевский
25,81554,Домино'с Пицца,да,кафе,"город Москва, Алтуфьевское шоссе, дом 56",24,55.880778,37.587865,Алтуфьевский
26,21304,РАХИМКУЛОВА Т.Х.,нет,буфет,"город Москва, Алтуфьевское шоссе, дом 102Б",20,55.903973,37.591297,Бибирево
27,29223,СТОЛОВАЯ ПРИ ГУП ОБЪЕДИНЕННЫЙ КОМБИНАТ ШКОЛЬНОГО ПИТАНИЯ,нет,столовая,"город Москва, улица Амундсена, дом 10",192,55.853001,37.657206,Свиблово
28,27439,ШКОЛА 1444,нет,столовая,"город Москва, Анадырский проезд, дом 55",240,55.878187,37.705086,Лосиноостровский
29,22767,Мархал,нет,кафе,"город Москва, Ангарская улица, дом 1, корпус 2",120,55.87189,37.509873,Западное Дегунино
30,24387,Готика,да,ресторан,"город Москва, Ангарская улица, дом 39",65,55.879263,37.524516,Дмитровский
31,29006,Гимназия № 1527,нет,столовая,"город Москва, проспект Андропова, дом 17, корпус 2",240,55.683229,37.66821,Нагатинский Затон
32,70791,Кафе «Хинкальная»,нет,кафе,"город Москва, проспект Андропова, дом 26",45,55.680828,37.662821,Нагатино-Садовники
33,69243,Суши Wok,да,кафе,"город Москва, проспект Андропова, дом 30",4,55.679138,37.662425,Нагатино-Садовники
34,25711,Рыба & мясо на углях,нет,кафе,"город Москва, проспект Андропова, дом 35А",45,55.673549,37.664788,Нагатинский Затон
35,21157,Кларом,нет,столовая,"город Москва, проспект Андропова, дом 38, корпус 2",24,55.674484,37.659605,Нагатино-Садовники
36,127979,Месопотамия,нет,ресторан,"город Москва, улица Арбат, дом 4, строение 1",50,55.752019,37.598348,Арбат
37,24968,Му-Му,да,кафе,"город Москва, улица Арбат, дом 4, строение 1",125,55.752019,37.598348,Арбат
38,127980,Хлеб насущный,да,кафе,"город Москва, улица Арбат, дом 6/2",20,55.751741,37.597522,Арбат
39,88194,TAJJ MAHAL,да,ресторан,"город Москва, улица Арбат, дом 6/2",100,55.751741,37.597522,Арбат
40,107496,Калифорния Дайнер,нет,кафе,"город Москва, улица Арбат, дом 23, строение 1",150,55.750423,37.595348,Арбат
41,110269,Балалаечная,нет,кафе,"город Москва, улица Арбат, дом 23, строение 1",49,55.750423,37.595348,Арбат
42,74969,Пиросмани,нет,кафе,"город Москва, улица Арбат, дом 25/36",63,55.750094,37.594764,Арбат
43,74970,ДАНКИН ДОНАТС,да,кафе,"город Москва, улица Арбат, дом 25/36",48,55.750094,37.594764,Арбат
44,74979,Вареничная №1,да,кафе,"город Москва, улица Арбат, дом 29",120,55.749871,37.59356,Арбат
45,21723,ШОКОЛАДНИЦА,да,кафе,"город Москва, улица Арбат, дом 29",40,55.749871,37.59356,Арбат
46,24967,IL Pizzaiolo,нет,ресторан,"город Москва, улица Арбат, дом 31",70,55.749689,37.592959,Арбат
47,24973,Теремок,да,кафе,"город Москва, улица Арбат, дом 32",22,55.749172,37.589617,Арбат
48,21720,Хлеб насущный,да,кафе,"город Москва, улица Арбат, дом 32",40,55.749172,37.589617,Арбат
49,140165,Мосбург,нет,кафе,"город Москва, улица Арбат, дом 36/2, строение 1",30,55.748848,37.588826,Арбат
50,127855,Эрик Рыжий,нет,ресторан,"город Москва, улица Арбат, дом 36/2, строение 1",30,55.748848,37.588826,Арбат
51,152754,Домашняя снедь,нет,кафе,"город Москва, улица Арбат, дом 36/2, строение 1",56,55.748848,37.588826,Арбат
52,76932,Хинкальная,да,кафе,"город Москва, улица Арбат, дом 36/2, строение 1",38,55.748848,37.588826,Арбат
53,21998,Му-Му,да,кафе,"город Москва, улица Арбат, дом 45/24",220,55.74829,37.588206,Арбат
54,27311,ВОСТОЧНЫЙ КВАРТАЛ,нет,ресторан,"город Москва, улица Арбат, дом 45/24",90,55.74829,37.588206,Арбат
55,24970,ПОЧТМЕЙСТЕР,нет,ресторан,"город Москва, улица Арбат, дом 47/23",30,55.748057,37.587533,Арбат
56,73570,БОСФОР,нет,ресторан,"город Москва, улица Арбат, дом 47/23",78,55.748057,37.587533,Арбат
57,20050,Мастер,нет,ресторан,"город Москва, улица Артамонова, дом 7",20,55.719095,37.459352,Фили-Давыдково
58,21687,Шантимель,да,кафе,"город Москва, Астраханский переулок, дом 1/15",20,55.777353,37.639869,Мещанский
59,21065,Буфет при Астраханских банях,нет,буфет,"город Москва, Астраханский переулок, дом 5/9",3,55.778861,37.639572,Мещанский
60,27395,Столовая при школе 2097,нет,столовая,"город Москва, Аэродромная улица, дом 9",240,55.84674,37.430139,Южное Тушино
61,21214,Столовая,нет,столовая,"город Москва, Бабаевская улица, дом 3",90,55.790595,37.689069,Сокольники
62,21483,БУФЕТ ШК.104,нет,буфет,"город Москва, улица Ивана Бабушкина, дом 15, корпус 1-2",80,55.68498,37.562236,Академический
63,23843,КАРЛ БАЛЕНГ,нет,кафе,"город Москва, улица Ивана Бабушкина, дом 17, корпус 1",46,55.684676,37.561257,Академический
64,27474,ГБОУ Школа № 1078,нет,столовая,"город Москва, Байкальская улица, дом 29",110,55.817749,37.807261,Гольяново
65,25274,Старый дворик,нет,кафе,"город Москва, Байкальская улица, дом 31",50,55.81778,37.808321,Гольяново
66,124164,Пивной погребок,нет,кафе,"город Москва, Бакинская улица, дом 29",15,55.618181,37.660772,Царицыно
67,27265,ТАНУКИ,да,ресторан,"город Москва, Балаклавский проспект, дом 48, корпус 1",96,55.64855,37.571174,Зюзино
68,139766,Паб «ШемроК»,нет,бар,"город Москва, Балаклавский проспект, дом 54",30,55.649581,37.567366,Зюзино
69,22139,ХуанХэ,нет,ресторан,"город Москва, 1-й Балтийский переулок, дом 3/25",60,55.810471,37.518785,Аэропорт
70,53084,Специализированный цех Магнолия,нет,столовая,"город Москва, улица Барклая, дом 16, корпус 1",7,55.745863,37.496614,Филёвский Парк
71,59265,Кафе-бар Альбом,нет,кафе,"город Москва, Новая Басманная улица, дом 12, строение 2",80,55.769018,37.657188,Басманный
72,21830,Шоколадница,да,кафе,"город Москва, Бауманская улица, дом 33/2, строение 1",48,55.772796,37.678757,Басманный
73,22366,МУ-МУ,да,кафе,"город Москва, Бауманская улица, дом 35/1",160,55.771742,37.679053,Басманный
74,143094,Кальянный клуб Дымок Уголек,нет,кафе,"город Москва, Татарская улица, дом 14",30,55.733989,37.637623,Замоскворечье
75,22804,Домино'с Пицца,да,кафе,"город Москва, Башиловская улица, дом 3, корпус 1",10,55.794178,37.576456,Савёловский
76,22805,Хинкальная City,да,кафе,"город Москва, Башиловская улица, дом 19",63,55.799892,37.575316,Савёловский
77,28443,Свобода,нет,столовая,"город Москва, Башиловская улица, дом 21",40,55.801298,37.574759,Савёловский
78,69176,Хинкальный дом Колхида,нет,кафе,"город Москва, Беговая улица, дом 7",47,55.778061,37.555777,Беговой
79,155857,Глав Пирог,нет,кафе,"город Москва, Беговая улица, дом 17, корпус 1",30,55.781742,37.559784,Беговой
80,27201,Розмарин,нет,ресторан,"город Москва, Беговая улица, дом 28",80,55.781464,37.561068,Беговой
81,25833,АЗЕРБАЙДЖАН,нет,ресторан,"город Москва, улица Демьяна Бедного, дом 4",180,55.770401,37.48693,Хорошёво-Мнёвники
82,26239,ОРХИДЕЯ,нет,ресторан,"город Москва, Белореченская улица, дом 13, корпус 1",250,55.673316,37.767115,Люблино
83,28880,школа 1186,нет,буфет,"город Москва, Белореченская улица, дом 17",200,55.672646,37.767025,Люблино
84,23993,КРУЖКА,да,кафе,"город Москва, Бережковская набережная, дом 8",32,55.739458,37.566288,Дорогомилово
85,20422,ПОСТ СКРИПТУМ,нет,кафе,"город Москва, Бережковская набережная, дом 14",48,55.737066,37.563215,Дорогомилово
86,69160,CIAO BELLA,нет,кафе,"город Москва, улица Берзарина, дом 8",110,55.787983,37.490973,Щукино
87,20344,Кафе Бар Бульвар,нет,бар,"город Москва, Бескудниковский бульвар, дом 40, корпус 3",60,55.874072,37.551223,Бескудниковский
88,24363,Вояж,нет,ресторан,"город Москва, Бескудниковский бульвар, дом 57, корпус 1",80,55.8724,37.538862,Бескудниковский
89,28754,ГБОУ Школа № 1411 (267),нет,столовая,"город Москва, улица Бестужевых, дом 23",120,55.872011,37.609748,Отрадное
90,115311,Жигулевское,нет,кафе,"город Москва, Бибиревская улица, дом 7, корпус 1",49,55.880258,37.593129,Алтуфьевский
91,25933,Сестры,нет,ресторан,"город Москва, улица Маршала Бирюзова, дом 4, корпус 1",60,55.790757,37.499579,Щукино
92,27841,Столовая ГБОУ «Курчатовская школа»,нет,столовая,"город Москва, улица Маршала Бирюзова, дом 4, корпус 2",60,55.791046,37.500953,Щукино
93,152892,Чайникофф,нет,кафе,"город Москва, улица Маршала Бирюзова, дом 9",30,55.79144,37.496345,Щукино
94,22293,ЛУКУМ,нет,кафе,"город Москва, улица Маршала Бирюзова, дом 12",25,55.793328,37.494458,Щукино
95,127674,СУШИ SHOP,нет,предприятие быстрого обслуживания,"город Москва, улица Маршала Бирюзова, дом 13",12,55.792189,37.494925,Щукино
96,142568,Хинкальная (на М. Бирюзова),нет,кафе,"город Москва, улица Маршала Бирюзова, дом 16",14,55.794573,37.492033,Щукино
97,125817,ШАУРМА ЖИ,нет,закусочная,"город Москва, улица Маршала Бирюзова, дом 19",16,55.794366,37.491143,Щукино
98,129397,СУШИ ВОК,да,кафе,"город Москва, улица Маршала Бирюзова, дом 19",6,55.794366,37.491143,Щукино
99,22292,ПРИМАВЕРА,да,ресторан,"город Москва, улица Маршала Бирюзова, дом 21",50,55.794796,37.490353,Щукино
100,58827,ТРАТТОРИЯ,нет,кафе,"город Москва, улица Маршала Бирюзова, дом 22, корпус 1",45,55.79599,37.48958,Щукино
101,69377,СУШИ STORE,нет,кафе,"город Москва, улица Маршала Бирюзова, дом 28",6,55.797387,37.486661,Щукино
102,69159,БУЛОЧНАЯ № 5,нет,кафетерий,"город Москва, улица Маршала Бирюзова, дом 28",10,55.797387,37.486661,Щукино
103,24437,Идилия,нет,кафе,"город Москва, Бойцовая улица, дом 17, корпус 1",48,55.811745,37.718238,Богородское
104,29364,Школа № 554,нет,столовая,"город Москва, Болотниковская улица, дом 47, корпус 1",70,55.661806,37.583104,Зюзино
105,24616,Сказка Востока,нет,ресторан,"город Москва, Коктебельская улица, дом 11, строение 3",420,55.563747,37.585107,Северное Бутово
106,28731,СТОЛОВАЯ ПРИ ШКОЛЕ 1494 (3),нет,столовая,"город Москва, Ботаническая улица, дом 11",100,55.82528,37.601609,Марфино
107,24656,Хочу на дачу,нет,кафе,"город Москва, 1-й Боткинский проезд, дом 2/6",48,55.781519,37.555912,Беговой
108,22284,СТАРЫЙ БАТУМЪ,нет,кафе,"город Москва, улица Академика Бочвара, дом 7, корпус 1",70,55.805953,37.461903,Щукино
109,21616,СУШИ-СЕТ,нет,закусочная,"город Москва, улица Академика Бочвара, дом 7, корпус 1",5,55.805953,37.461903,Щукино
110,24779,Кафе Русский «водочный» дом,нет,кафе,"город Москва, улица Бочкова, дом 5",30,55.810081,37.632745,Останкинский
111,76961,Виктория,да,кафе,"город Москва, 2-я Брестская улица, дом 24/15",98,55.77236,37.588467,Тверской
112,72564,Вареничная №1,да,кафе,"город Москва, 2-я Брестская улица, дом 43",75,55.774583,37.583841,Пресненский
113,28608,КОМБИНАТ ПИТАНИЯ МГТУ ИМ.Н.Э.БАУМАНА,нет,буфет,"город Москва, Бригадирский переулок, дом 3-5",34,55.765853,37.677733,Басманный
114,28613,КОМБИНАТ ПИТАНИЯ МГТУ ИМ.Н.Э.БАУМАНА,нет,закусочная,"город Москва, Бригадирский переулок, дом 3-5",216,55.765853,37.677733,Басманный
115,28614,КОМБИНАТ ПИТАНИЯ МГТУ ИМ.Н.Э.БАУМАНА,нет,буфет,"город Москва, Бригадирский переулок, дом 3-5",12,55.765853,37.677733,Басманный
116,25796,Пиццерия «АКАДЕМИЯ»,да,кафе,"город Москва, Большая Бронная улица, дом 2/6",43,55.760033,37.597441,Пресненский
117,129113,Чебуречная СССР,да,кафе,"город Москва, Большая Бронная улица, дом 27/4",54,55.764141,37.60257,Тверской
118,136815,Местечко,нет,ресторан,"город Москва, Большая Бронная улица, дом 27/4",45,55.764141,37.60257,Тверской
119,150625,Пай поинт,нет,кафе,"город Москва, Большая Бронная улица, дом 27/4",20,55.764141,37.60257,Тверской
120,26075,МАКДОНАЛДС,да,предприятие быстрого обслуживания,"город Москва, Большая Бронная улица, дом 29",580,55.764718,37.603101,Тверской
121,138699,"Кафе «Есть Хинкали, пить Вино»",нет,кафе,"город Москва, Малая Бронная улица, дом 4",40,55.759552,37.597477,Пресненский
122,138703,Кафе «Лаффа Лаффа»,нет,кафе,"город Москва, Малая Бронная улица, дом 4",24,55.759552,37.597477,Пресненский
123,102832,Ресторан «Humans seafood bar»,нет,ресторан,"город Москва, Малая Бронная улица, дом 10, строение 1",70,55.760672,37.596687,Пресненский
124,125205,Ресторан «Голос»,нет,ресторан,"город Москва, Малая Бронная улица, дом 10, строение 1",50,55.760672,37.596687,Пресненский
125,81431,Кафе «Эстетик»,нет,кафе,"город Москва, Малая Бронная улица, дом 20, строение 1",25,55.762328,37.595779,Пресненский
126,141006,Кафе «AVOCADO QUEEN»,нет,кафе,"город Москва, Малая Бронная улица, дом 20, строение 1",40,55.762328,37.595779,Пресненский
127,24262,Ресторан«Uilliams»,нет,ресторан,"город Москва, Малая Бронная улица, дом 20А",49,55.762535,37.595411,Пресненский
128,21790,Ресторан «ДОННА КЛАРА»,нет,ресторан,"город Москва, Малая Бронная улица, дом 21/13, строение 1",48,55.762642,37.594818,Пресненский
129,45561,Grand Cru,да,кафе,"город Москва, Малая Бронная улица, дом 22, строение 1",45,55.762763,37.595276,Пресненский
130,140349,Кафе «Ladure»,нет,кафе,"город Москва, Малая Бронная улица, дом 27/14",14,55.76331,37.594072,Пресненский
131,150881,ВГИК,нет,столовая,"город Москва, Будайская улица, дом 3",45,55.831903,37.665156,Ростокино
132,23261,Бильярдный Бар-клуб Полковник и Байрон,нет,кафе,"город Москва, проспект Будённого, дом 1/1",10,55.778426,37.721642,Соколиная Гора
133,25768,Пиццерия «Питто»,нет,кафе,"город Москва, проспект Будённого, дом 24, корпус 1",20,55.765169,37.731811,Соколиная Гора
134,23594,Кафе «БИРЮСА»,нет,кафе,"город Москва, Булатниковская улица, дом 5, корпус 4",20,55.578961,37.650918,Бирюлёво Западное
135,26298,Чайхона №1,да,ресторан,"город Москва, улица Бутлерова, дом 22",159,55.649144,37.534918,Коньково
136,25608,Шоколадница,да,кафе,"город Москва, Бутырская улица, дом 7",25,55.794431,37.583886,Савёловский
137,115498,Пекарня & Донер,нет,закусочная,"город Москва, Бутырская улица, дом 9, корпус 2",0,55.794993,37.58376,Савёловский
138,22801,Финист,нет,кафе,"город Москва, Бутырская улица, дом 11",95,55.796005,37.583391,Савёловский
139,27677,ДЭЗ Минтранса России,нет,столовая,"город Москва, Бутырская улица, дом 79",28,55.805184,37.58137,Савёловский
140,22996,KVARTA,нет,кафе,"город Москва, Бутырская улица, дом 84",38,55.806267,37.582673,Бутырский
141,26141,Панчо Пицца,да,ресторан,"город Москва, Бутырская улица, дом 89",64,55.806069,37.58137,Савёловский
142,26142,KFC,да,ресторан,"город Москва, Бутырская улица, дом 89",67,55.806069,37.58137,Савёловский
143,137903,PIZZA HUT,нет,кафе,"город Москва, улица Вавилова, дом 72/13",10,55.681438,37.547737,Гагаринский
144,26595,IL Borgo,нет,ресторан,"город Москва, улица Вавилова, дом 81",42,55.680864,37.548321,Ломоносовский
145,24606,Радэа,нет,кафе,"город Москва, Нахимовский проспект, владение 75А",7,55.683463,37.552642,Ломоносовский
146,142684,Кофейня Даблби,нет,кафе,"город Москва, Валовая улица, дом 2-4/44, строение 1",20,55.731181,37.634829,Замоскворечье
147,144250,Сабвей,да,кафе,"город Москва, Валовая улица, дом 6",22,55.731075,37.633985,Замоскворечье
148,27207,ресторан «Якитория»,да,кафе,"город Москва, Валовая улица, дом 8/18",124,55.730882,37.632143,Замоскворечье
149,24109,кафе Баловень,нет,кафе,"город Москва, Валовая улица, дом 11/19",35,55.730218,37.63243,Замоскворечье
150,24155,Советские времена,да,кафе,"город Москва, Варсонофьевский переулок, дом 6",82,55.763194,37.62572,Мещанский
151,155973,Кафе «Андерсон»,да,кафе,"город Москва, Варшавское шоссе, дом 2",150,55.699943,37.619683,Донской
152,23618,Кафе «Subway»,да,кафе,"город Москва, Варшавское шоссе, дом 7, корпус 1",36,55.700877,37.622405,Донской
153,155852,Кафе «Ламаджо»,нет,кафе,"город Москва, Варшавское шоссе, дом 29",30,55.693226,37.622432,Донской
154,152556,Шаурма в пите,нет,предприятие быстрого обслуживания,"город Москва, Варшавское шоссе, дом 72, корпус 2",0,55.656869,37.618758,Нагорный
155,120658,Выпечка,нет,кафетерий,"город Москва, Варшавское шоссе, дом 100",2,55.646061,37.618875,Нагорный
156,26279,Ресторан «Макдоналдс»,да,кафе,"город Москва, Варшавское шоссе, дом 143А",70,55.583953,37.599148,Чертаново Южное
157,149568,Суши,нет,предприятие быстрого обслуживания,"город Москва, улица Маршала Василевского, дом 3, корпус 1",0,55.803186,37.473222,Щукино
158,27388,ШКОЛЬНАЯ СТОЛОВАЯ № 1874,нет,столовая,"город Москва, улица Маршала Василевского, дом 11, корпус 1",150,55.805604,37.46847,Щукино
159,22301,МАКДОНАЛДС,да,предприятие быстрого обслуживания,"город Москва, улица Маршала Василевского, дом 17",45,55.808923,37.462317,Щукино
160,158148,Кофе «Кофе собой»,нет,кафе,"город Москва, Васильевская улица, дом 2, корпус 1",10,55.769808,37.585835,Пресненский
161,24269,Кафе «КАЛИНКА-Д»,нет,кафе,"город Москва, Васильевская улица, дом 4",98,55.770978,37.587281,Пресненский
162,27131,ТАНУКИ,да,ресторан,"город Москва, Велозаводская улица, дом 6",114,55.712259,37.664932,Даниловский
163,28501,Авлабар,нет,ресторан,"город Москва, Велозаводская улица, дом 6",40,55.712259,37.664932,Даниловский
164,128946,Суши Сет,да,магазин (отдел кулинарии),"город Москва, Вельяминовская улица, дом 6",3,55.780846,37.722388,Соколиная Гора
165,141687,Пироговая Рогова,нет,кафе,"город Москва, проспект Вернадского, дом 9/10",42,55.690755,37.532511,Гагаринский
166,148853,Кафе контдитерская Кузина,нет,кафе,"город Москва, проспект Вернадского, дом 11/19",5,55.688741,37.528882,Ломоносовский
167,149149,Суши WoK,да,кафе,"город Москва, проспект Вернадского, дом 11/19",8,55.688741,37.528882,Ломоносовский
168,128511,Аморе,нет,кафе,"город Москва, проспект Вернадского, дом 11/19",10,55.688741,37.528882,Ломоносовский
169,24875,Шоколад,да,кафе,"город Москва, проспект Вернадского, дом 11/19",50,55.688741,37.528882,Ломоносовский
170,143755,Тирольские пироги,да,магазин (отдел кулинарии),"город Москва, проспект Вернадского, дом 13",10,55.687655,37.527669,Ломоносовский
171,24604,Кафе 35,нет,кафе,"город Москва, улица Кравченко, дом 24/35",40,55.67995,37.513494,Ломоносовский
172,23763,Столовая «ОП МГУ КП МГУ СТОЛОВАЯ 12»,нет,столовая,"город Москва, проспект Вернадского, дом 37",240,55.678397,37.511751,Проспект Вернадского
173,19716,Буфет,нет,буфет,"город Москва, проспект Вернадского, дом 86, строение 1",40,55.66049,37.474534,Тропарёво-Никулино
174,69990,Панорама 93,нет,ресторан,"город Москва, проспект Вернадского, дом 93",60,55.667127,37.495132,Тропарёво-Никулино
175,20147,Кафе «Пекарня «Мюнгер»»,нет,кафе,"город Москва, проспект Вернадского, дом 97, корпус 1",30,55.667152,37.491377,Тропарёво-Никулино
176,19989,ГудБар,нет,кафе,"город Москва, проспект Вернадского, дом 97, корпус 1",40,55.667152,37.491377,Тропарёво-Никулино
177,19761,Бар «Фитнес-бар»,нет,бар,"город Москва, проспект Вернадского, дом 103, корпус 1",24,55.663365,37.492662,Тропарёво-Никулино
178,19700,Кафе «ТЕАТР НА ЮГО-ЗАПАДЕ»,нет,кафе,"город Москва, проспект Вернадского, дом 125",20,55.655478,37.482026,Тропарёво-Никулино
179,24646,Угол,нет,кафе,"город Москва, Верхняя улица, дом 3, корпус 2",71,55.776856,37.574911,Беговой
180,155529,Пекарня №1,нет,закусочная,"город Москва, Весковский переулок, дом 4",10,55.778391,37.599588,Тверской
181,20632,БАР В ФИТНЕС КЛУБЕ,нет,бар,"город Москва, Глазовский переулок, дом 5",4,55.743933,37.587084,Хамовники
182,27991,СТОЛОВАЯ ПРИ ВОЕНТОРГБАЗ ФКП «5113ЦТЗБ»,нет,столовая,"город Москва, улица Вешних Вод, дом 6, корпус 1",100,55.859382,37.697576,Ярославский
183,23169,МАРИНА,нет,кафе,"город Москва, улица Вешних Вод, дом 8, корпус 2",90,55.859524,37.69975,Ярославский
184,23185,Кафе-бар «Караоке MyzOn»,нет,кафе,"город Москва, Вешняковская улица, дом 2",32,55.737715,37.820502,Вешняки
185,29549,ПРИ ШКОЛЕ 781,нет,столовая,"город Москва, Вешняковская улица, дом 2",220,55.737715,37.820502,Вешняки
186,20900,БУФЕТ-РАЗДАТОЧНАЯ,нет,буфет,"город Москва, улица Вилиса Лациса, дом 23, корпус 1",16,55.862843,37.420275,Северное Тушино
187,27372,Столовая ГБОУ СОШ №1399,нет,столовая,"город Москва, улица Вилиса Лациса, дом 33, корпус 1",120,55.859872,37.409567,Северное Тушино
188,80410,Гамбринус,да,ресторан,"город Москва, 1-я Владимирская улица, дом 9",50,55.759451,37.774427,Перово
189,23229,Пицца Фабрика,да,кафе,"город Москва, 1-я Владимирская улица, дом 14",18,55.757024,37.774957,Перово
190,126956,"Шаурма, куры-гриль",нет,предприятие быстрого обслуживания,"город Москва, 1-я Владимирская улица, дом 21",0,55.756118,37.777068,Перово
191,120580,Французская пекарня Delice,нет,магазин (отдел кулинарии),"город Москва, 1-я Владимирская улица, дом 39/12",12,55.749522,37.780545,Перово
192,21449,Буфет при ЦО №1852,нет,буфет,"город Москва, 2-я Владимирская улица, дом 22",40,55.756275,37.780545,Перово
193,73331,Суши фиш,нет,предприятие быстрого обслуживания,"город Москва, 2-я Владимирская улица, дом 36",3,55.751031,37.783868,Перово
194,77929,Subway,да,кафе,"город Москва, 2-я Владимирская улица, дом 36",14,55.751031,37.783868,Перово
195,149531,"Шаурма, куры-гриль",нет,предприятие быстрого обслуживания,"город Москва, 2-я Владимирская улица, дом 44/10",0,55.74904,37.785018,Перово
196,149428,Домино'с Пицца,да,кафе,"город Москва, 2-я Владимирская улица, дом 52, корпус 2",18,55.746335,37.78659,Перово
197,25814,Домино'с Пицца,да,кафе,"город Москва, 3-я Владимирская улица, дом 6",8,55.76214,37.784641,Перово
198,124201,"Шаурма, выпечка",нет,предприятие быстрого обслуживания,"город Москва, 3-я Владимирская улица, дом 27",0,55.754031,37.791271,Перово
199,27244,Тануки,да,ресторан,"город Москва, 3-я Владимирская улица, дом 29",100,55.753413,37.791648,Перово
200,21590,ШКОЛА 190 ФИЛИАЛ,нет,буфет,"город Москва, улица Архитектора Власова, дом 11, корпус 1",30,55.678661,37.552714,Черёмушки
201,25786,Алло Пицца,да,предприятие быстрого обслуживания,"город Москва, улица Архитектора Власова, дом 47",40,55.666487,37.54383,Обручевский
202,29605,СТОЛОВАЯ ПРИ ИНСТИТУТЕ ИМ. ПУШКИНА,нет,столовая,"город Москва, улица Академика Волгина, дом 6",95,55.653456,37.518129,Обручевский
203,24872,Хинкальная,да,кафе,"город Москва, улица Академика Волгина, дом 29, корпус 1",80,55.643612,37.507906,Коньково
204,26051,ДУРДИНЪ,нет,ресторан,"город Москва, Волгоградский проспект, дом 4",200,55.730725,37.670034,Таганский
205,22005,Кафе «Якитория»,да,кафе,"город Москва, Волгоградский проспект, дом 15",158,55.729397,37.677571,Таганский
206,150836,ГБОУ Школа №1468,нет,столовая,"город Москва, Волгоградский проспект, дом 17, строение 1",0,55.729017,37.679996,Таганский
207,25583,Кафе «Чебурекас»,нет,кафе,"город Москва, Волгоградский проспект, дом 17, строение 1",65,55.729017,37.679996,Таганский
208,27215,Кафе «Тануки»,да,ресторан,"город Москва, Волгоградский проспект, дом 17",150,55.72856,37.679116,Таганский
209,156659,Loft 17,нет,бар,"город Москва, Волгоградский проспект, дом 17",55,55.72856,37.679116,Таганский
210,29282,ГБОУ СОШ № 641 им. Сергея Есенина,нет,столовая,"город Москва, Волгоградский проспект, дом 66, корпус 4",196,55.704443,37.75691,Кузьминки
211,21463,ГБОУ СОШ № 825,нет,столовая,"город Москва, Волгоградский проспект, дом 103, корпус 6",120,55.709541,37.757117,Кузьминки
